ID,NAME,GLOTTOCODE,PROXY
BOMWALI,BOMWALI,bomw1238,
BOM_2,BOM_2,bomk1234,
BONAN,BONAN,bona1250,
BONDEI,BONDEI,bond1247,
BONDUM_DOM,BONDUM_DOM,bond1248,
BONEK,BONEK,tuot1238,
BONERATE,BONERATE,bone1254,
BONFIA,BONFIA,masi1266,
BONGGI,BONGGI,bong1289,
BONGGO,BONGGO,bong1287,
BONGILI_2,BONGILI_2,bong1284,
BONGO,BONGO,bong1285,
BONGU,BONGU,bong1291,
BON_GULA,BON_GULA,bong1282,
BOON,BOON,boon1242,
BORA,BORA,bora1263,
BORGU_FULFULDE,BORGU_FULFULDE,borg1235,
BORONG,BORONG,boro1279,
BORORO,BORORO,boro1282,
BORUCA,BORUCA,boru1252,
BOSMUN,BOSMUN,bosn1248,
BOSNIAN,BOSNIAN,bosn1245,
BOTLIKH,BOTLIKH,botl1242,
BOZO_HAINYAXO,BOZO_HAINYAXO,hain1253,
BOZO_TIEMA_CIEWE,BOZO_TIEMA_CIEWE,tiem1235,
BRAGAT,BRAGAT,brag1240,
BRAHUI,BRAHUI,brah1256,
BRAO_KRUNG,BRAO_KRUNG,krun1240,
BRERI,BRERI,brer1240,
BRETON,BRETON,bret1244,
BRIBRI,BRIBRI,brib1243,
BROKSKAT,BROKSKAT,brok1247,
BRU,BRU,east2332,
BRUNEI,BRUNEI,brun1242,
BRU_WESTERN_UnnamedInSource,BRU_WESTERN_UnnamedInSource,west2397,
BU,BU,mund1328,
BUA,BUA,buaa1245,
BUAN,BUAN,ngal1292,
BUASI,BUASI,vehe1237,
BUBE,BUBE,bube1242,
BUBWAF,BUBWAF,midd1327,
BUDONG_BUDONG,BUDONG_BUDONG,budo1241,
BUDU,BUDU,budu1250,
BUDUKH,BUDUKH,budu1248,
BUDUKU_KULANGO,BUDUKU_KULANGO,bond1246,
BUDUMA,BUDUMA,budu1265,
BUEM_LELEMI,BUEM_LELEMI,lele1264,
BUGAN,BUGAN,buga1247,
BUGHOTU,BUGHOTU,bugh1239,
BUGINESE,BUGINESE,bugi1244,
BUGLERE_MURIRE,BUGLERE_MURIRE,bugl1243,
BUGUN,BUGUN,bugu1246,
BUHI,BUHI,buhi1243,
BUHUTU,BUHUTU,buhu1237,
BUIN,BUIN,tere1278,
BUJA,BUJA,budz1238,
BUJAN,BUJAN,kele1258,
BUJHYAL,BUJHYAL,bujh1238,
BUKA,BUKA,band1342,
BUKAR_SADONG_BIDAYUH,BUKAR_SADONG_BIDAYUH,buka1257,
BUKAT,BUKAT,buka1261,
BUKAUA,BUKAUA,buga1250,
BUKITAN,BUKITAN,buki1248,
BUKIYIP,BUKIYIP,buki1249,
BUKUSU,BUKUSU,buku1249,
BULGARIAN,BULGARIAN,bulg1262,
BULI,BULI,buli1255,
BULI_2,BULI_2,buli1254,
BULU,BULU,bulu1251,
BUM,BUM,bumm1238,
BUMTHANGKHA,BUMTHANGKHA,bumt1240,
BUN,BUN,bunn1240,
BUNA,BUNA,buna1277,
BUNABA,BUNABA,buna1275,
BUNABUN,BUNABUN,brem1238,
BUNAK_2,BUNAK_2,buna1278,
BUNAMA,BUNAMA,buna1276,
BUNAN,BUNAN,gahr1239,
BUNDELI,BUNDELI,bund1253,
BUNGAIN,BUNGAIN,bung1270,
BUNGANDITJ,BUNGANDITJ,bung1264,
BUNGU,BUNGU,bung1265,
BUNOGE,BUNOGE,buno1241,
BUNU,BUNU,buna1273,
BUNUN,BUNUN,bunu1267,
BUOL,BUOL,buol1237,
BURA,BURA,bura1292,
BURAK,BURAK,bura1271,
BURARRA,BURARRA,bura1267,
BURATE,BURATE,bura1276,
BURE,BURE,bure1242,
BURIAT_MONGOLIA,BURIAT_MONGOLIA,mong1330,
BURIAT_RUSSIA,BURIAT_RUSSIA,russ1264,
BURJI,BURJI,burj1242,
BURMBAR,BURMBAR,burm1263,
BURMESE,BURMESE,nucl1310,
BURMESO,BURMESO,burm1264,
BURU,BURU,buru1299,
BURUI,BURUI,buru1309,
BURUM,BURUM,buru1306,
BURUMAKOK,BURUMAKOK,buru1307,
BURUN,BURUN,buru1301,
BURUNGE,BURUNGE,buru1320,
BURUSHASKI,BURUSHASKI,buru1296,
BURUSU,BURUSU,buru1304,
BURU_MASARETE,BURU_MASARETE,buru1303,
BUSAMI,BUSAMI,busa1254,
BUSAN,BUSAN,odia1239,
BUSHI,BUSHI,bush1250,
BUSHOONG,BUSHOONG,bush1247,
BUSOA,BUSOA,buso1238,
BUSSA,BUSSA,buss1239,
BUTLEH,BUTLEH,maya1282,
BUTUANON,BUTUANON,butu1244,
BUU,BUU,poko1261,
BUWAL,BUWAL,buwa1243,
BUYANG,BUYANG,lang1316,
BU_CAMEROON,BU_CAMEROON,laim1240,
BU_NIGERIA,BU_NIGERIA,buuu1244,
BWAIDOKA,BWAIDOKA,bwai1242,
BWAMU,BWAMU,buam1238,
BWANABWANA,BWANABWANA,bwan1241,
BWELA,BWELA,bwel1238,
BWE_KAREN,BWE_KAREN,bwek1238,
BWILE,BWILE,bwil1245,
BWISI,BWISI,bwis1242,
BYANSI,BYANSI,byan1241,
C10_GANDO,C10_GANDO,ngan1304,
C24_KOYO_ZWE,C24_KOYO_ZWE,koyo1242,
C36e_BOLOKI_NGIRI,C36e_BOLOKI_NGIRI,bolo1262,
C75_KELA,C75_KELA,kela1254,
C81_DENGESE,C81_DENGESE,deng1250,
CAAC,CAAC,caac1237,
CABECAR,CABECAR,cabe1245,
CABIYARI,CABIYARI,cabi1241,
CACAOPERA,CACAOPERA,caca1247,
CADDO,CADDO,cadd1256,
CAHUARANO,CAHUARANO,cahu1268,
CAHUILLA,CAHUILLA,cahu1264,
CAIRO_ARABIC,CAIRO_ARABIC,egyp1253,
CAJONOS_ZAPOTEC,CAJONOS_ZAPOTEC,cajo1238,
CALLAWALLA,CALLAWALLA,call1235,
CALO,CALO,calo1236,
CAMBERRA_LANGUAGE,CAMBERRA_LANGUAGE,sout2770,
CAMLING,CAMLING,caml1239,
CAMPALAGIAN,CAMPALAGIAN,camp1262,
CAMPA_DE_PERENE,CAMPA_DE_PERENE,ashe1272,
CAMUS,CAMUS,samb1315,
CANDOSHI,CANDOSHI,cand1248,
CANICHANA,CANICHANA,cani1243,
CANIPAAN_PALAWAN,CANIPAAN_PALAWAN,sout2916,
CANTONESE,CANTONESE,yuec1235,
CAPANAHUA,CAPANAHUA,capa1241,
CAPE_VERDEAN_CREOLE,CAPE_VERDEAN_CREOLE,kabu1256,
CAPIZNON,CAPIZNON,capi1239,
CAQUINTE,CAQUINTE,caqu1242,
CAR,CAR,carn1240,
CARA,CARA,cara1270,
CARAMANTA,CARAMANTA,cara1271,
CARAPANA,CARAPANA,cara1272,
CARIAY,CARIAY,cari1280,
CARIB_1665,CARIB_1665,vinc1243,
CARIJONA,CARIJONA,cari1279,
CAROLINIAN,CAROLINIAN,caro1242,
CARRIER,CARRIER,carr1249,
CASHIBO,CASHIBO,cash1251,
CASIGURAN_NEGRITO,CASIGURAN_NEGRITO,casi1235,
CASUARINA_COAST_ASMAT,CASUARINA_COAST_ASMAT,casu1237,
CATALAN,CATALAN,stan1289,
CATAWBA,CATAWBA,cata1286,
CATIO,CATIO,embe1260,
CAVINENA_2,CAVINENA_2,cavi1250,
CAYAPA,CAYAPA,chac1249,
CAYUBABA,CAYUBABA,cayu1262,
CAYUGA,CAYUGA,cayu1261,
CAYUSE,CAYUSE,cayu1241,
CE,CE,chee1238,
CEBUANO,CEBUANO,cebu1242,
CEFO,CEFO,tief1242,
CEMUHI,CEMUHI,cemu1238,
CEN,CEN,cenn1238,
CENTRAL_BERAWAN,CENTRAL_BERAWAN,cent2098,
CENTRAL_BONTOC,CENTRAL_BONTOC,cent2292,
CENTRAL_EASTERN_NIGER_FULFULDE,CENTRAL_EASTERN_NIGER_FULFULDE,cent2018,
CENTRAL_MAEWO,CENTRAL_MAEWO,cent2058,
CENTRAL_MASELA,CENTRAL_MASELA,cent2072,
CENTRAL_PAME,CENTRAL_PAME,cent2145,
CENTRAL_SIERRA_MIWOK,CENTRAL_SIERRA_MIWOK,cent2140,
CENTRAL_TAGBANWA,CENTRAL_TAGBANWA,cent2090,
CENTRAL_TARAHUMARA,CENTRAL_TARAHUMARA,cent2131,
CEQ_WONG,CEQ_WONG,chew1245,
CEWA,CEWA,nyan1308,
CHACOBO,CHACOBO,chac1251,
CHACPAR,CHACPAR,sout2992,
CHADONG,CHADONG,chad1240,
CHAGATAI,CHAGATAI,chag1247,
CHAIMA,CHAIMA,chai1253,
CHAKALI,CHAKALI,chak1271,
CHAKMA_UnnamedInSource,CHAKMA_UnnamedInSource,chak1266,
CHALA,CHALA,chal1269,
CHALCATONGO_MIXTEC,CHALCATONGO_MIXTEC,sanm1295,
CHALIKHA,CHALIKHA,chal1267,
CHALON,CHALON,chal1270,
CHAMACOCO,CHAMACOCO,cham1315,
CHAMALAL,CHAMALAL,cham1309,
CHAMBEALI,CHAMBEALI,cham1307,
CHAMBRI,CHAMBRI,cham1313,
CHAMICURO,CHAMICURO,cham1318,
CHAMORRO,CHAMORRO,cham1312,
CHAM_EASTERN,CHAM_EASTERN,east2563,
CHAM_WESTERN,CHAM_WESTERN,west2650,
CHANG,CHANG,chan1313,
CHANGRIWA,CHANGRIWA,chan1319,
CHANTYAL,CHANTYAL,chan1310,
CHAOUI,CHAOUI,tach1249,
CHARA,CHARA,char1269,
CHATINO_TATALTEPEC,CHATINO_TATALTEPEC,tata1258,
CHATINO_WESTERN_HIGHLAND,CHATINO_WESTERN_HIGHLAND,west2644,
CHAUDANGSI,CHAUDANGSI,chau1259,
CHAYAHUITA,CHAYAHUITA,chay1248,
CHECHEN,CHECHEN,chec1245,
CHEHALIS_UPPER,CHEHALIS_UPPER,uppe1439,
CHEKE_HOLO,CHEKE_HOLO,chek1238,
CHEMAKUM,CHEMAKUM,chim1310,
CHENAPIAN,CHENAPIAN,chen1259,
CHENCHU,CHENCHU,chen1255,
CHENG,CHENG,jeng1241,
CHENOUA,CHENOUA,chen1266,
CHEPANG,CHEPANG,chep1245,
CHEROKEE,CHEROKEE,cher1273,
CHETILLA,CHETILLA,caja1238,
CHEYENNE,CHEYENNE,chey1247,
CHHINTANGE,CHHINTANGE,chhi1245,
CHIAPANEC,CHIAPANEC,chia1262,
CHIAPAS_ZOQUE,CHIAPAS_ZOQUE,copa1236,
CHIBCHA,CHIBCHA,chib1270,
CHICHIMECO,CHICHIMECO,chic1272,
CHICKASAW,CHICKASAW,chic1270,
CHICOMUCELTEC,CHICOMUCELTEC,chic1271,
CHIGA,CHIGA,chig1238,
CHILCOTIN,CHILCOTIN,chil1280,
CHILISSO,CHILISSO,chil1275,
CHIMARIKO,CHIMARIKO,chim1301,
CHIMILA,CHIMILA,chim1309,
CHINANTEC_COMALTEPEC,CHINANTEC_COMALTEPEC,coma1246,
CHINANTEC_OJITLAN,CHINANTEC_OJITLAN,ojit1237,
CHINANTEC_PALANTLA,CHINANTEC_PALANTLA,pala1351,
CHINANTEC_QUIOTEPEC,CHINANTEC_QUIOTEPEC,quio1240,
CHINANTEC_SAN_FELIPE_USILA,CHINANTEC_SAN_FELIPE_USILA,usil1237,
CHINANTEC_SOCHIAPAN,CHINANTEC_SOCHIAPAN,soch1239,
CHINANTEC_TEPETOTUTLA,CHINANTEC_TEPETOTUTLA,tepe1279,
CHINOOK_WAWA,CHINOOK_WAWA,chin1272,
CHIN_HAKA,CHIN_HAKA,haka1240,
CHIN_SIYIN,CHIN_SIYIN,siyi1240,
CHIN_TEDIM,CHIN_TEDIM,tedi1235,
CHIN_THADO,CHIN_THADO,thad1238,
CHIN_ZYPHE,CHIN_ZYPHE,zyph1238,
CHIPAYA,CHIPAYA,chip1262,
CHIPEWYAN,CHIPEWYAN,chip1261,
CHIPPEWA,CHIPPEWA,chip1241,
CHIQUITANO,CHIQUITANO,chiq1248,
CHIRICAHUA,CHIRICAHUA,mesc1238,
CHIRIGUANO,CHIRIGUANO,east2555,
CHIRU,CHIRU,chir1283,
CHITIMACHA,CHITIMACHA,chit1248,
CHITWAN,CHITWAN,chit1274,
CHOAPAN_ZAPOTEC,CHOAPAN_ZAPOTEC,choa1237,
CHOCHOTEC,CHOCHOTEC,choc1279,
CHOCTAW,CHOCTAW,choc1276,
CHOKWE,CHOKWE,chok1245,
CHOLON,CHOLON,chol1284,
CHOLTI,CHOLTI,chol1283,
CHOL_TILA,CHOL_TILA,chol1282,
CHONTAL_TABASCO,CHONTAL_TABASCO,taba1266,
CHONYI,CHONYI,chon1287,
CHOROTE,CHOROTE,iyoj1235,
CHOROTE_IYOWUJWA,CHOROTE_IYOWUJWA,iyow1239,
CHORTI,CHORTI,chor1273,
CHOTHE,CHOTHE,chot1239,
CHRAU,CHRAU,chra1242,
CHRU,CHRU,chru1239,
CHUG,CHUG,chug1252,
CHUJ,CHUJ,chuj1250,
CHUKA,CHUKA,chuk1274,
CHUKCHEE,CHUKCHEE,chuk1273,
CHUMASH_BARBARENO,CHUMASH_BARBARENO,barb1263,
CHURAHI,CHURAHI,chur1258,
CHUVASH,CHUVASH,chuv1255,
CHUWABU,CHUWABU,chuw1238,
CIBAK,CIBAK,ciba1236,
CICIPU,CICIPU,cici1237,
CIMBRIAN,CIMBRIAN,cimb1238,
CINENI,CINENI,cine1238,
CINTA_LARGA,CINTA_LARGA,cint1239,
CISHINGINI,CISHINGINI,cish1238,
CITAK,CITAK,cita1245,
CIWOGAI,CIWOGAI,ciwo1236,
CLALLAM,CLALLAM,clal1241,
CLASSICAL_MANDAIC,CLASSICAL_MANDAIC,clas1253,
CLASSICAL_NAHUATL,CLASSICAL_NAHUATL,clas1250,
COAHUILTECO,COAHUILTECO,coah1252,
COAST_TSIMSHIAN,COAST_TSIMSHIAN,nucl1649,
COATLAN_LOXICHA_ZAPOTEC,COATLAN_LOXICHA_ZAPOTEC,sanb1241,
COCHIMI,COCHIMI,coch1272,
COCOPA,COCOPA,coco1261,
COERUNA,COERUNA,coer1236,
COEUR_DALENE,COEUR_DALENE,coeu1236,
COFAN,COFAN,cofa1242,
COLAC,COLAC,cola1237,
COLAN,COLAN,cola1238,
COLORADO,COLORADO,colo1256,
COLUMBIA_WENATCHI,COLUMBIA_WENATCHI,colu1241,
COMANCHE,COMANCHE,coma1245,
COMECRUDO,COMECRUDO,come1251,
COMOX,COMOX,como1259,
CONI,CONI,giry1241,
COPTIC,COPTIC,copt1239,
CORI,CORI,cori1240,
CORNISH,CORNISH,corn1251,
CORSICAN,CORSICAN,cors1241,
COWLITZ,COWLITZ,cowl1242,
CREEK,CREEK,cree1270,
CREE_WOODS,CREE_WOODS,wood1236,
CRIMEAN_TATAR,CRIMEAN_TATAR,crim1257,
CROATIAN,CROATIAN,croa1245,
CROW,CROW,crow1244,
CRUZENYO,CRUZENYO,cruz1243,
CSANGO,CSANGO,hung1274,
CUA,CUA,cuaa1241,
CUBEO,CUBEO,cube1242,
CUIBA,CUIBA,cuib1242,
CUICA,CUICA,timo1237,
CUICATEC,CUICATEC,tepe1280,
CUITLATEC,CUITLATEC,cuit1236,
CUN,CUN,cunn1236,
CUNA,CUNA,bord1248,
CUNG,CUNG,cung1238,
CUPENO,CUPENO,cupe1243,
CURRIPACO,CURRIPACO,curr1243,
CURVA,CURVA,nort2976,
CUVOK,CUVOK,cuvo1236,
CUYONON,CUYONON,cuyo1237,
CUZCO_GNL,CUZCO_GNL,cusc1236,
CZECH,CZECH,czec1258,
C_AMIS,C_AMIS,amis1246,
C_YUPIK,C_YUPIK,cent2127,
D55_BUYU,D55_BUYU,buyu1239,
DAA,DAA,daak1235,
DAASANACH,DAASANACH,daas1238,
DABA,DABA,nucl1683,
DABA_DKX,DABA_DKX,maza1304,
DABE,DABE,dabe1239,
DABRA,DABRA,tawo1244,
DADIYA,DADIYA,dadi1249,
DAFANG,DAFANG,wusa1235,
DAGA,DAGA,daga1275,
DAGAARE,DAGAARE,sout2789,
DAGAARI_DIOULA,DAGAARI_DIOULA,daga1272,
DAGBA,DAGBA,dagb1248,
DAGBANI,DAGBANI,dagb1246,
DAGIK,DAGIK,dagi1241,
DAGIN,DAGIN,wamp1247,
DAHALIK,DAHALIK,daha1247,
DAHALO,DAHALO,daha1245,
DAI,DAI,daii1240,
DAIR,DAIR,dair1239,
DAKAKA_BAIAP,DAKAKA_BAIAP,daka1243,
DAKOTA,DAKOTA,dako1258,
DAKPAKHA,DAKPAKHA,dakp1242,
DALMATIAN,DALMATIAN,dalm1243,
DALWONGO,DALWONGO,dayi1244,
DAMA,DAMA,dama1267,
DAMAKAWA,DAMAKAWA,dama1268,
DAMANA,DAMANA,mala1522,
DAMBI,DAMBI,damb1246,
DAMELI,DAMELI,dame1241,
DAMI,DAMI,mari1428,
DAMPELAS,DAMPELAS,damp1237,
DANANSHAN_HMONG,DANANSHAN_HMONG,hmon1332,
DANARU,DANARU,dana1254,
DANAU,DANAU,dana1252,
DANG,DANG,dang1260,
DANGAL,DANGAL,sout2877,
DANGALEAT,DANGALEAT,dang1274,
DANGME,DANGME,adan1247,
DANISH,DANISH,dani1285,
DANI_UPPER_GRAND_VALLEY,DANI_UPPER_GRAND_VALLEY,uppe1430,
DANO,DANO,dano1240,
DANUWAR,DANUWAR,koch1253,
DAO,DAO,ndug1245,
DAONDA,DAONDA,daon1243,
DAPING_MIEN,DAPING_MIEN,dzao1238,
DARAGA,DARAGA,alba1269,
DARAI,DARAI,dara1250,
DARGWA,DARGWA,darg1241,
DARIBI,DARIBI,dadi1250,
DARLING,DARLING,darl1243,
DARMIYA,DARMIYA,darm1243,
DARO_MATU,DARO_MATU,daro1239,
DARRKINYUNG,DARRKINYUNG,hawk1239,
DASS_DWAT,DASS_DWAT,dass1243,
DATOOGA_DIALECT_6,DATOOGA_DIALECT_6,dato1239,
DAUR,DAUR,daur1238,
DAW,DAW,daww1239,
DAWAWA,DAWAWA,dawa1242,
DAWERA_DAWELOOR,DAWERA_DAWELOOR,dawe1237,
DAY,DAY,dayy1236,
DAZAGA,DAZAGA,daza1242,
DAZHAI_HANI,DAZHAI_HANI,hani1248,
DEANG,DEANG,ruch1235,
DECCAN,DECCAN,decc1239,
DEDUA,DEDUA,dedu1240,
DEFAKA,DEFAKA,defa1248,
DEG,DEG,degg1238,
DEGEMA,DEGEMA,dege1246,
DEGENAN,DEGENAN,dege1247,
DEHONG,DEHONG,tain1252,
DEHU,DEHU,dehu1237,
DELAWARE_MUNSEE,DELAWARE_MUNSEE,muns1251,
DELLYS,DELLYS,alge1239,
DEMISA,DEMISA,demi1242,
DEMTA,DEMTA,demt1241,
DEM_2,DEM_2,demm1245,
DENAWA,DENAWA,deno1239,
DENDI,DENDI,dend1243,
DENDI_CENTRAL_AFRICAN_REPUBLIC,DENDI_CENTRAL_AFRICAN_REPUBLIC,dend1242,
DENI,DENI,deni1241,
DENYA_BASHO,DENYA_BASHO,deny1238,
DERA,DERA,dera1248,
DESANO,DESANO,desa1247,
DEURI,DEURI,deor1238,
DEWOIN,DEWOIN,dewo1238,
DEZFULI,DEZFULI,dezf1238,
DGHWEDE,DGHWEDE,dghw1239,
DHAISO,DHAISO,dhai1238,
DHAO,DHAO,dhao1237,
DHARGARI,DHARGARI,dhar1247,
DHARUMBAL,DHARUMBAL,dhar1248,
DHIMAL,DHIMAL,dhim1246,
DHOFARI_ARABIC,DHOFARI_ARABIC,dhof1235,
DHUDHUROA,DHUDHUROA,dhud1236,
DHUNDARI,DHUNDARI,dhun1238,
DHURGA,DHURGA,dhur1239,
DHUWAL,DHUWAL,dhuw1249,
DIA,DIA,diaa1238,
DIBIYASO,DIBIYASO,dibi1240,
DIBO,DIBO,dibo1247,
DIBOLUG,DIBOLUG,idii1243,
DIDA_LAKOTA,DIDA_LAKOTA,lako1244,
DIDA_YOCOBOUE,DIDA_YOCOBOUE,yoco1235,
DIDINGA,DIDINGA,didi1258,
DIGO,DIGO,digo1243,
DIGUL_MUYU,DIGUL_MUYU,sout2940,
DIJIM_BWILIM,DIJIM_BWILIM,diji1241,
DILLING,DILLING,dill1242,
DIMA,DIMA,dima1252,
DIMASA,DIMASA,dima1251,
DIMBONG,DIMBONG,dimb1238,
DIME,DIME,dime1235,
DIMIR,DIMIR,dimi1244,
DINEOR,DINEOR,mare1261,
DING,DING,ding1239,
DINKA_NORTHEASTERN,DINKA_NORTHEASTERN,nort2815,
DINKA_NORTHWESTERN,DINKA_NORTHWESTERN,nort2816,
DINKA_SOUTHEASTERN,DINKA_SOUTHEASTERN,sout2834,
DINKA_SOUTH_CENTRAL,DINKA_SOUTH_CENTRAL,sout2833,
DIODIO,DIODIO,diod1237,
DIOI,DIOI,yoyy1238,
DIRI,DIRI,diri1259,
DIRIKU,DIRIKU,diri1252,
DIRIM,DIRIM,diri1253,
DIR_GUJARI,DIR_GUJARI,guja1253,
DIR_PASHTO,DIR_PASHTO,nort2646,
DITAMMARI,DITAMMARI,dita1238,
DITIDAHT,DITIDAHT,diti1235,
DIUWE,DIUWE,diuw1238,
DIXON_REEF_2,DIXON_REEF_2,dixo1238,
DIYARI,DIYARI,dier1241,
DIZI,DIZI,dizi1235,
DJADJALA,DJADJALA,*DJADJALA,werg1234
DJAMBARRPUYNGU,DJAMBARRPUYNGU,djam1256,
DJAMINDJUNG,DJAMINDJUNG,djam1255,
DJAPU,DJAPU,djap1238,
DJAUAN,DJAUAN,djau1244,
DJEEBBANA,DJEEBBANA,djee1236,
DJINANG,DJINANG,djin1253,
DJINBA,DJINBA,djin1252,
DJINGILI,DJINGILI,djin1251,
DOBEL,DOBEL,dobe1238,
DOBU,DOBU,dobu1241,
DOE,DOE,doee1238,
DOGHORO,DOGHORO,dogh1241,
DOGON,DOGON,toro1252,
DOGOSE,DOGOSE,dogo1295,
DOGOSO_2,DOGOSO_2,dogo1294,
DOGRI,DOGRI,dogr1250,
DOGRIB,DOGRIB,dogr1252,
DOGUL_DOM,DOGUL_DOM,dogu1235,
DOKO,DOKO,ngom1268,
DOKO_UYANGA,DOKO_UYANGA,doko1243,
DOLGAN,DOLGAN,dolg1241,
DOM,DOM,domm1246,
DOMAAKI,DOMAAKI,doma1260,
DOMARI,DOMARI,doma1258,
DOMPO,DOMPO,domp1238,
DOMU,DOMU,domu1245,
DOMUNG,DOMUNG,domu1246,
DONDO,DONDO,dond1249,
DONG,DONG,dong1293,
DONGO,DONGO,dong1290,
DONGOTONO,DONGOTONO,dong1294,
DONGSHAN_BIAO_MON,DONGSHAN_BIAO_MON,biao1256,
DONNO_SO,DONNO_SO,donn1239,
DOOHWAAYAAYO,DOOHWAAYAAYO,doya1240,
DORASQUE,DORASQUE,dora1242,
DORIO,DORIO,dori1246,
DOROMU,DOROMU,doro1266,
DORZE,DORZE,dorz1235,
DOSO,DOSO,doso1239,
DOURA,DOURA,tour1243,
DOUTAI,DOUTAI,dout1240,
DRUNG,DRUNG,drun1238,
DUALA,DUALA,dual1243,
DUBU,DUBU,dubu1240,
DUDUELA,DUDUELA,dudu1240,
DUGURI,DUGURI,dugu1249,
DUGWOR,DUGWOR,dugw1239,
DUHWA,DUHWA,duhw1236,
DUKA,DUKA,huns1239,
DUKE,DUKE,duke1237,
DULI,DULI,duli1241,
DUMA,DUMA,duma1253,
DUMBEA,DUMBEA,dumb1241,
DUMI,DUMI,dumi1241,
DUMO,DUMO,vani1248,
DUMPU,DUMPU,dump1243,
DUNA,DUNA,duna1248,
DUNGAN,DUNGAN,dung1253,
DUNGMALI,DUNGMALI,dung1252,
DUNGRA_BHIL,DUNGRA_BHIL,dung1251,
DUPANINGAN_AGTA,DUPANINGAN_AGTA,dupa1235,
DURIANKERE,DURIANKERE,duri1243,
DURUMA,DURUMA,duru1249,
DUSNER,DUSNER,dusn1237,
DUSUN_DEYAH,DUSUN_DEYAH,dusu1271,
DUSUN_MALANG,DUSUN_MALANG,dusu1269,
DUSUN_WITU,DUSUN_WITU,dusu1267,
DUTCH,DUTCH,dutc1256,
DUUNGIDJAWU,DUUNGIDJAWU,waka1274,
DUUNGOMA,DUUNGOMA,duun1242,
DUVLE,DUVLE,duvl1242,
DUWET,DUWET,duwe1237,
DWANG,DWANG,dwan1238,
DYAABUGAY,DYAABUGAY,dyaa1242,
DYAN,DYAN,dyan1251,
DYANGADI,DYANGADI,dyan1250,
DYARIM,DYARIM,zeem1242,
DYIMINI,DYIMINI,djim1235,
DYIRBAL,DYIRBAL,dyir1250,
DZEKE_DIBOLE,DZEKE_DIBOLE,dibo1245,
DZODINKA,DZODINKA,dzod1238,
DZONGKHA,DZONGKHA,dzon1239,
DZUUN,DZUUN,dzuu1241,
EASTERN_EGYPTIAN_BEDAWI_ARABIC,EASTERN_EGYPTIAN_BEDAWI_ARABIC,east2690,
EASTERN_FARSI,EASTERN_FARSI,dari1249,
EASTERN_FRISIAN,EASTERN_FRISIAN,nort2628,
EASTERN_KARABORO,EASTERN_KARABORO,east2398,
EASTERN_KATIVIRI,EASTERN_KATIVIRI,kati1270,
EASTERN_KRAHN,EASTERN_KRAHN,east2414,
EASTERN_OROMO,EASTERN_OROMO,east2652,
EASTERN_TAMANG,EASTERN_TAMANG,east2346,
EAST_AMBAE_WAILENGI,EAST_AMBAE_WAILENGI,east2443,
EAST_BERAWAN,EAST_BERAWAN,east2486,
EAST_DAMAR,EAST_DAMAR,east2472,
EAST_FUTUNA,EAST_FUTUNA,east2447,
EAST_LIMBA,EAST_LIMBA,east2387,
EAST_MASELA,EAST_MASELA,east2462,
EBIRA,EBIRA,ebir1243,
EBRIE,EBRIE,ebri1238,
EBUGHU,EBUGHU,ebug1241,
EDO,EDO,bini1246,
EDOLO,EDOLO,edol1239,
EDOPI,EDOPI,edop1238,
EFAI,EFAI,efai1241,
EFE,EFE,efee1239,
EFIK,EFIK,efik1245,
EFUTOP,EFUTOP,efut1242,
EFUTU,EFUTU,awut1241,
EGA,EGA,egaa1242,
EGA_BAI,EGA_BAI,nort2724,
EGENE,EGENE,enge1239,
EGGON,EGGON,eggo1239,
EHUEUN,EHUEUN,ehue1238,
EIPOMEK,EIPOMEK,eipo1242,
EITIEP,EITIEP,eiti1240,
EJAMAT,EJAMAT,ejam1238,
EKAJUK,EKAJUK,ekaj1238,
EKIT,EKIT,ekit1246,
EKOI,EKOI,ejag1239,
EKPEYE,EKPEYE,ekpe1253,
ELAMITE,ELAMITE,elam1244,
ELAT_KEI_BESAR,ELAT_KEI_BESAR,band1355,
ELEKU_IBENGE,ELEKU_IBENGE,luse1252,
ELEME,ELEME,elem1253,
ELKEI,ELKEI,elke1240,
ELOYI,ELOYI,eloy1241,
ELUNG,ELUNG,akoo1248,
EL_HUGEIRAT,EL_HUGEIRAT,elhu1238,
EL_MOLO,EL_MOLO,elmo1238,
EL_NAYAR_CORA,EL_NAYAR_CORA,elna1235,
EMAE,EMAE,emae1237,
EMAI,EMAI,emai1241,
EMBALOH,EMBALOH,emba1238,
EMBERA_CHAMI,EMBERA_CHAMI,embe1262,
EMBERA_DARIEN,EMBERA_DARIEN,nort2972,
EMBERA_TADO,EMBERA_TADO,embe1261,
EMBU,EMBU,embu1241,
EMEM,EMEM,emum1240,
EMERILLON,EMERILLON,emer1243,
EMERUM,EMERUM,apal1256,
EMILIANO_REGGIANO,EMILIANO_REGGIANO,emil1241,
EMPLAWAS,EMPLAWAS,empl1237,
ENAWENE_NAWE,ENAWENE_NAWE,enaw1238,
ENDE,ENDE,ende1246,
ENDO,ENDO,mark1255,
ENGA,ENGA,enga1252,
ENGGANO,ENGGANO,engg1245,
ENGLISH,ENGLISH,stan1293,
ENU,ENU,enuu1235,
ENWANG,ENWANG,enwa1245,
ENYA,ENYA,enya1247,
EOTILE_BETI,EOTILE_BETI,beti1248,
