Glottocode	Doculect
ling1262	ONG_BE
ling1263	LINGALA
ling1265	LINGARAK
lioo1240	LIO
lipa1241	LIPAN
lise1239	LISELA
lish1245	ARBEL_NEO_ARAMAIC
lish1247	LISHANA_DENI
lisu1250	LISU_2
lith1251	LITHUANIAN
litz1237	LITZLITZ
livv1243	OLONETS_KARELIAN
livv1244	LIVE
loba1239	LOBALA
lobi1245	LOBI
logb1245	IKPANA
logo1258	LOGOLI
logo1259	LOGO
logo1261	LOGORIK
logo1262	LOGOL
logu1236	SARDINIAN_LOGUDARESE
loja1235	QUICHUA_LOJA
loka1252	LOKAA
loko1254	LOKOYA
lolo1259	LOLOPO
lolo1261	LOLO
lolo1264	LODA
loma1260	LOMA_LIBERIA
lomb1257	LOMBARD_PLESIO
lomb1260	LOMBO
lomw1241	CHILOMWE
long1387	LONGTO
long1395	LONGGU
loni1238	LONIU
lonw1238	LONWOLWOL
looo1238	LOO_2
lopa1238	LOPA
lore1244	LOREDIAKARKAR
lote1237	LOTE
loth1237	NAGA_LOTHA
loto1240	TOGA
louu1245	LOU
lowa1242	LOWA
lowe1385	LOWER_SORBIAN
lowe1412	MINANGALI_LOWER_TANUDAN_KALINGA
lowe1415	UPPER_PYRAMID_DANI
lowe1425	LOWER_TANANA
lowl1260	OAXACA_CHONTAL
loxi1235	ZAPOTEC_LOXICHA
lozi1239	SILOZI
luan1263	LUANG
luba1249	LUBA
luba1250	KILUBA
lubi1238	LUBILA_2
lubu1243	KALINGA_GUINAANG
lufu1237	LUFU
lugb1240	LUGBARA
lugu1238	LUGURU
luis1253	LUISENO
lukp1238	LUKPA
lule1238	LULE_AND_TONOCOTE
lule1254	LULE_SAAMI_2
lumb1249	LUMBU
lund1266	LUNDA_2
lund1271	LUN_BAWANG
lung1249	LUNGGA
luok1236	LUO
luse1252	ELEKU_IBENGE
lush1249	LUSHAI
lush1252	LUSHOOTSEED
lusi1240	LUSI
luuu1242	LU
luva1239	LUVALE
luwo1239	GIUR
luxe1241	LUXEMBOURGISH
luya1241	LUYI
lwal1238	L221_LWALWA_2
lyng1241	LYNGNGAM
maak1236	MAAKA
maan1238	SAMIHIM
maas1239	FULFULDE_MAASINA
maay1238	MAAY
maba1270	MABALE
maba1273	MABAAN
maba1277	MABA_CHAD
mabi1242	MABIRE
maca1259	JITNU
maca1260	MACA
mace1250	MACEDONIAN
mach1266	MACHAME
mach1267	MACHIGUENGA
mach1268	MAXINERI
macu1259	MACUSHI
macu1260	MACUNA
mada1282	MADA
mada1285	MADAK
mada1293	MADA_CAMEROON
made1252	MA
madh1244	MADIMADI
madi1260	MAADI
madi1261	MADI_3
maee1241	MAE
mafa1239	MAFA
mafe1237	MAFEA
magh1238	MAGHDI
mago1248	MAGORI
magu1243	MAGUINDANAO
maha1291	MATINDOR_MAHALI
maho1248	MAHONGWE_SAMA
maho1249	MAUKAKAN
maia1253	MAIANA
maia1254	SAKI
maib1239	MAI_BRAT
maii1238	MAII
mail1248	MAILU_2
main1275	LONG_ANAP_KENYAH
mais1250	MAISIN
maiw1251	MAIWA_2
maja1242	MESENGO
maka1304	MAKAA_2
maka1311	MAKASAR
maka1315	MAKAYAM
maka1316	MAKASAE
maka1318	MAKAH
makc1235	MAK
makh1261	MAKHUWA_MEETTO_3
makh1264	MAKWA_ILE
makn1235	MAK_NIGERIA
mako1251	MAKONDE_3
maku1246	MAKU
maku1278	MAKURAP
mala1464	MALAYALAM_2
mala1479	MALAY
mala1480	TAMUAN
mala1481	MANADONESE
mala1484	MALANGO
mala1487	MALASANGA
mala1494	PAY
mala1495	MALAS
mala1522	DAMANA
male1282	MALIENG
male1284	MALE_ETHIOPIA
male1289	MALEU_2
male1291	MALE_PAPUANG
male1292	PASSAMAQUODDY_MALISEET_UNNAMEDINSOURCE
male1297	MELEKU_JAIKA
malf1237	MALFAXAL
mali1279	MALILA
mali1284	MALI
mali1285	TLAPANEC_MALINALTEPEC
mall1246	MAL
malo1243	SOUTH_MALO
malt1254	MALTESE
malu1245	MALUA_BAY
malv1243	MALVI
mama1271	MAMARA_SENOUFO
mama1275	MAMANWA
mama1276	TAUPE
mamb1294	MAMBAI
mamb1296	MAMBWE
mamb1305	MAMBORU
mamb1306	MAMBAE
mamm1241	MAM_CAJOLA
mamp1244	MAMPRULI
mamu1255	MAMUJU
mamv1243	MAMVU
mana1288	MANANGE
mana1295	MANAM
mana1298	MANAMBU
manc1252	MANCHU
mand1413	MANDA_INDIA
mand1415	MANDARIN_CHIFENG
mand1419	MANJAKU_4
mand1423	MANDA_2
mand1425	MONDARI
mand1436	MANDINKA_4
mand1440	MANDARA
mand1442	MANDAR
mand1443	MANDER_2
mand1444	KAETI_DUMUT
mand1445	MANDOBO_BAWAH
mand1446	MANDAN
mane1266	MANEM
mang1378	MANG
mang1381	MANGARAYI
mang1382	MANGERR
mang1394	MANGBETU_2
mang1396	MANGBUTU
mang1398	MANGO
mang1399	MANGA_KANURI
mang1404	MANGA
mang1405	MANGGARAI
mang1416	MANGAS
mani1235	SOUGB
mani1292	MEITEI
mank1251	MANKANYA_4
manm1238	KEMIE
mann1248	MANN
mans1258	MANSI
mans1259	MANSOANKA
mans1262	MANSAKA
mant1267	AMASI
manu1255	KAREN_MANUMANAW
manx1243	MANX
many1258	SHONA_MANYIKA
manz1243	MANZA_4
maon1238	NAGA_MAO
maon1241	MAONAN
maor1244	MAORE
maor1246	MAORI
mape1249	MAPE
mapi1252	MAWAYANA
mapo1242	MAPOS
mapo1246	MAPOYO
mapu1244	MAPUN
mapu1245	MAPUDUNGUN
maqu1238	MAQUIRITARI
mara1378	MARATHI
mara1379	NAGA_MARAM
mara1382	LAKHER_MARA
mara1385	MARA
mara1392	J321_MARAMA
mara1399	MARAGUS
mara1404	MARANAO
mare1261	DINEOR
marg1251	MARGU
marg1265	MARGI
marg1266	WAMDIU
mari1414	ABUJHMARIA
mari1416	NAGA_MARING
mari1426	MARINO
mari1428	DAMI
mari1429	MARI
mari1438	MARIA
mari1440	MARICOPA
mark1256	MARKA
maro1244	MAROVO
mars1254	EASTERN_MARSHALLESE
mart1255	MARTUTHUNIRA
mart1256	MANTJILTJARA
maru1249	MARU
maru1252	MARUBO
masa1299	MASABA
masa1300	MAASAI
masa1322	MASANA
masb1237	NORTHERN_SORSOGON
masb1238	MASBATENYO
mash1267	MASHI_ZAMBIA
mash1269	MASHI_NIGERIA
mash1270	MASHCO_PIRO
masi1266	MASIWANG
masi1268	MALAGASY_MASIKORO_MIARY
mask1242	MASKELYNES
masm1239	MASMEDJE
mass1263	MASSEP
mata1306	MATAL
matb1237	MATBAT
mate1258	MATENGO
mate1260	MATEPI
mati1250	MANOBO_TIGWA
mati1255	MATIS
mato1250	MATORISCH
mato1252	MATO
mats1244	MATSES
matt1238	MATTOLE
matu1259	MATUUMBI
matu1261	MATUKAR
maty1235	SAMO_MATYA_2
maun1240	MAWNG
mauw1238	ULINGAN
mawa1266	MAWAK
mawa1267	MAWAN
mawe1251	MAWES
maxa1247	MAXAKALI
maya1281	SAMO_MAYA
maya1282	BUTLEH
mayi1234	MAYI_THAKURTI
mayi1235	MAYI_YAPI
mayi1236	MAYKULAN
mayo1261	MAYOGO
mayo1264	MAYO
maza1291	SARI
maza1296	MAZATLAN_DE_FLORES
maza1304	DABA_DKX
mbaa1245	MBA_2
mbab1239	MBABARAM
mbal1255	MBALANHU
mbal1257	MBALA
mban1263	MBANZA_3
mban1268	MBANGWE
mbar1253	PARIMANKUTINMA
mbar1260	MBARA_2
mbat1247	MBATO
mbat1248	ISONGO
mbed1242	MBEDAM
mbee1249	MBE
mbel1240	MBELIME
mber1257	OBAA
mbes1238	MBESA
mboc1235	NLE_MBO
mbol1247	LANGA_MBOLE_BAMBULI
mbos1242	MBOSI
mbre1244	MBRE
mbug1242	MBUGWE
mbuk1240	MBUKUSHU
mbuk1243	MBUKO
mbul1260	ZAAMBO
mbul1262	MBULE
mbul1263	MANGAP
mbum1254	MBUM
mbun1248	MBUNGA
mbun1249	K15_MBUNDA_1
mbur1239	MBURKU
mbuu1238	MBU
mbya1239	MBYA
medu1238	MEDUMBA
meen1242	MEEN
mefe1242	MEFELE
megl1237	ROMANIAN_MEGLENO
mehe1243	MEHEK
mehi1240	MEHINAKU
mehr1241	MEHRI
meke1243	MEKEO
mekm1240	MEKMEK
mekw1241	MEKWEI_WABRON
mele1250	FILA
melo1242	MELO_3
melp1238	MELPA
mend1266	MENDE
mend1268	MENDE_PNG
meng1263	MENGISA
meng1267	MENGEN
meno1252	MENOMINEE
meny1245	MENYA
meos1237	MEOSWAR
mere1242	LAMETIN
mere1246	MEREY
meri1244	MERIAM
merl1237	MERLAV
merr1239	MER
meru1245	MERU
mesc1238	CHIRICAHUA
mese1244	MOMOLILI
mesk1242	FOX
mesm1239	MESME
mesm1243	MESMES_2
meso1252	SOUKHNE_SYRIAN_ARABIC
mesq1240	MESQAN
meya1236	MEYAH
mezo1235	POPOLOCA_METZONTLA
mezq1235	OTOMI_MEZQUITAL
mfin1238	MFINU
mfum1238	MFUMTE
miam1252	MIAMI
mian1254	TANI
mian1256	MIAN
mich1245	NAHUATL_POMARO_AQUILA
midd1327	DUNGUNTUNG
midd1357	WAALUBAL
midg1235	MID_GRAND_VALLEY_DANI
mido1240	MEIDOB_NUBIAN
mids1243	YAKPA
miga1241	MIGABAC
miga1249	MIGAMA
miju1243	KAMAN
mika1239	MIKASUKI
mikm1235	MICMAC
mina1268	MINANGKABAU
mina1269	MINAVEHA
mina1274	MINANIBAI
mina1276	MINA_2
minb1244	MINNORTH_JIANOU
mind1253	FUZHOU_CHINESE
ming1252	MINGRELIAN
ming1254	MUNGA_DOSO
mini1251	MINIGIR
mini1256	HUITOTO_MINICA
minn1241	AMOY_MINNAN_CHINESE
mint1239	MINTIL
minz1235	YONGAN_CHINESE
mira1251	MIRANDESE
miri1266	MIRIWUNG
mish1244	MISHIP
misi1243	MISIMA_PANAEATI
misk1235	MISKITO
mitl1236	ZAPOTEC_MITLA
mitu1240	MITUKU
mixe1288	GREAT_ANDAMANESE
mixi1241	MIXIFORE
mixt1426	ZAPOTEC_MIXTEPEC
miya1259	MIYAKO
miya1266	MIYA
miyo1238	MOYOBE
mlab1235	MLABRI
mlah1239	MLAHSO
mlom1238	JOOLA_MLOMP_3
mmaa1238	MMALA
mmen1238	MMEN
moch1256	MOCHI
moch1257	MOCHO
moch1259	MOCHICA
moco1246	MOCOVI
moda1244	MODANG
mode1248	GREEK
modo1249	MADOLE
moer1240	MOERE
mofu1248	MOFU_GUDUR
mogh1245	MOGHOL
moha1256	MOHAVE
moha1258	MOHAWK
moik1239	MOIKODI
moke1240	MOKERANG
moke1242	MOKEN
moki1238	MOKILESE
mokl1243	MOKLEN
mokp1239	MOKPWE
moks1248	MOKSHA
mola1238	MOLALA
molb1237	MOLBOG
moli1248	MOLIMA
molm1235	MOLMO_ONE
molo1262	MOLOF
molo1266	MELOKWO_2
moma1242	MOMA
momb1254	KOLUM_SO_3
momj1237	MOMI
momu1241	MOMUNA_2
mong1330	BURIAT_MONGOLIA
mong1338	MONGO
mong1342	MONGONDOW
mong1344	MONGOL
moni1237	CHOROTEGA
monn1252	MON
mono1269	MONO_2
mono1270	MONO_CONGO
mono1273	ALU_MONO
mono1275	WESTERN_MONO
mons1234	MOSHANG
mont1268	MONTAGNAIS
monz1249	MONZOMBO_2
mooo1239	MOO
moos1236	MOOSE_CREE
mopa1243	MOPAN
more1258	MORESADA
more1259	NAHUATL_TEPOTZTLAN
mori1268	MORI_BAWAH
mori1269	MORI_ATAS
mori1271	MORIGI
morm1235	MOR
moro1281	MOROM
moro1284	MOROKODO
moro1285	MORO
moro1286	MOROUAS
moro1287	MORONENE
moro1289	WASUR
moro1292	MOROCCAN_ARABIC
mort1237	MORTLOCKESE
moru1253	KEDIRU
mose1249	MOSETEN
mosi1247	MOSIRO
mosi1248	MOSIMO
moss1236	MOORE
mota1237	MOTA
motl1237	MOTLAV
motu1246	MOTU
mouk1239	MOUK_2
movi1243	MOVIMA
mpad1242	MAKARY_KOTOKO
mpie1238	MPIEMO
mpii1239	MPI
mpot1240	MPOTO_2
mpot1241	MPOTOVORO_VOVO
mpuo1241	MBUUN
mpur1239	MPUR
mual1241	MUALANG
muba1238	MUBAMI
mubi1246	MUBI
mudu1242	VITU
mufi1238	MUFIAN
muin1242	MUINANE
muku1242	MOKILKO
mula1253	MULAO
mumm1238	KATIATI
muna1247	MUNA
mund1320	MUNDARI
mund1325	MUNDANG_2
mund1326	MUNDU
mund1327	MUNDANI
mund1328	MUNDABLI
mund1330	MUNDURUKU
mund1334	MUNDAT
mung1266	MUNGAKA
mung1269	MUNGGUI
mung1272	MUNGKIP
muni1257	MUNIT
muni1258	MUNICHI
munj1244	MUNJANI
muns1251	DELAWARE_MUNSEE
muon1246	MUNG_KOI
mura1271	MURATAYAK
muri1260	MURIK_3
murk1238	MOT_MURKIM
murl1244	MURLE
murr1258	MURRINH_PATHA_2
murs1242	MURSI
muru1266	MURUWARI
muru1273	MURUPI
muru1274	HUITOTO_MIKA
musa1265	MUSAR
musa1266	MUSAK
muse1242	MUSEY
musg1254	MUNJUK
muso1238	MUSOM
muss1246	MUSSAU_EMIRA
muth1236	MUTHUVAN
mutu1242	MUTU
muyu1244	MUYUW
mwag1236	MWAGHAVUL
mwan1247	MWANI
mwan1250	MWAN_2
mwer1248	MWERA_3
myen1241	ENENGA
mzie1235	NAGA_MZIEME
naas1242	NASIOI
naba1256	NABAK
nabi1239	NABI
nade1244	NADEB
nafa1258	NAFAARA_2
nafi1237	SIRAK
nafu1238	NAFUSI
naii1241	NAI_3
najd1235	NAJDI_ARABIC
naka1262	MAUTUTU
naka1264	NAKAME
naka1265	NAKAI
nake1240	NAKE
naki1238	NAKI
nakw1240	NAKWI
nali1244	NALIK
nali1245	JIRIW
nalo1235	NEA
nalu1240	NALU
nama1264	KHOEKHOEGOWAB
nama1268	NAMAKURA_MATASO
namb1293	NAMBO
nami1256	NAMIA
namo1246	NAMO
nana1257	HEZHE
nand1264	NANDE
nand1266	NANDI
nane1238	NANERGE
nang1261	NANGA
nang1262	NANGGU
nank1250	NANKINA
napo1242	QUECHUA_NAPO_LOWLAND
nara1262	NARA
nara1263	NARANGO
nara1264	NARAK
nari1240	NARIM_LARIM
naro1249	NARO
naro1251	NAROM
narr1259	YARALDI
nasa1239	NASAL
nask1242	NASKAPI
nata1252	NATANZI
nata1254	NATAORAN_AMIS
natc1249	NATCHEZ
nate1242	NATENI
nati1243	NATIORO
natu1246	NEA_NOOLI
naun1237	NAUNA
naur1243	NAURUAN
nava1243	NAVAJO
navu1237	NAVUT
nawu1242	NAWURI
naxi1245	NAXI_2
nayi1243	NAO
ncan1245	MUNGONG
ndai1238	GALKE
ndak1242	NDE_YULANA
ndal1241	NDALI
ndam1239	KINDAMBA
ndam1251	NDAM
ndan1241	NDANDA_SUD
ndas1238	NDASA_1
ndau1241	SHONA_NDAU
ndem1249	NDEMLI
nden1248	NDENGEREKO
nden1249	NDENDEULE
nden1250	NSELLE
ndin1245	NDING
ndoe1238	BALEP
ndol1238	NDOLO
ndon1254	NDONGA_2
ndug1245	DAO
ndum1239	NDUMU_2
ndun1249	NDUNGA
ndut1239	NDUT_2
ndzw1235	NZWANI
neap1235	NEAPOLITAN_CALABRESE
nede1245	NEDEBANG_2
negi1245	NEGIDAL
neha1247	NEHAN
nekk1240	NEK
nemi1240	NEMI
nend1239	ANGAUA
nene1249	NENETS
neng1238	NENGONE
nepa1254	NEPALI
nete1240	INIAI_2
newa1246	KHWOPA_NEWAR
neyo1238	NEYO
nezp1238	NEZ_PERCE
ngaa1240	NGAANYATJARRA
ngab1239	GUAYMI
ngad1258	NGADJUNMAYA
ngad1261	NGADHA
ngai1241	NGAING_2
ngaj1237	KATINGAN
ngal1292	BUAN
ngal1293	NGALAKAN
ngal1300	NGALA
ngam1282	NGAMO
ngan1291	NGANASAN_2
ngan1295	NGANDI
ngan1304	C10_GANDO
ngar1283	GUDANJI
ngar1284	NGARINYIN
ngar1287	NGALOOMA
ngas1238	ONGAMO
ngas1240	ANGAS
ngaw1240	NGAWUN
ngaz1238	G44A_NGAZIDJA
ngba1284	NGBAKA_MABO
ngba1285	NGBAKA
ngba1287	NGBAKA_MANZA
ngbi1238	NGBINDA
ngbu1241	NGBUNDU
ngel1238	NGELIMA
ngem1255	MANKON
ngeq1245	NGE
nggw1242	NGGWAHYI
ngil1242	NGILE
ngin1244	NGINDO
ngiz1242	NGIZIM
ngka1235	YANGGANDUR
ngom1268	MONYONGO
ngom1270	KOYA
ngom1272	NGOMBA
ngon1267	NGONGO_2
ngon1269	CHINGONI
ngul1246	NGULU
ngul1247	NGWI_MATEKO_KINGOLI
ngun1266	NGUNDU
ngun1270	NGONDI
ngur1263	NGURIMI
nhan1238	NHANDA
nhen1239	NHENGATU
nias1242	NIAS_SOUTHERN
nige1253	FULFULDE
nige1255	MAMBILA
niha1238	NIHALI
niks1238	PAKA
nila1242	NILAMBA
nila1244	NILA
nina1238	NINAM
ning1271	NINGYE
ning1274	NINGGIRUM_KAWOMA
ning1275	NINGERA
nise1244	NISENAN
nisg1240	NISGHA
niua1240	NIUAFOOU
niue1239	NIUE
niva1238	NIVACLE
niwe1234	TANGA
njal1239	NYALGULGULE
njeb1242	NJEBI
njen1238	NJEN
njer1242	NJEREP
njye1238	NJYEM_2
nkem1242	NKUM
nkhu1238	NKHUMBI
nkon1247	NKONGHO
nkon1248	NKAMI
nkor1239	NKORO
nkoy1244	NKOYA
nkuk1238	NKUKOLI
nkut1238	KUCU_WELA_ANKUTCU
nnam1238	NNAM
nobi1240	NOBIIN
nobo1238	GARUH
noct1238	NOCTE
noga1249	NOGAI
noku1237	NOKUKU
noma1260	MANDI_CAMEROON
noma1263	NOMATSIGUENGA
nonu1241	NONUYA
nook1247	NOOKSACK
noon1242	NON
noon1243	NONI
nort1550	TIWA_NORTHERN_TAOS
nort1552	NORTHERN_EAST_CREE
nort2626	NORTH_FRISIAN_AMRUM
nort2627	NORTHERN_LOW_SAXON
nort2628	EASTERN_FRISIAN
nort2641	NORTHERN_KURDISH
nort2646	NORTHERN_PASHTO
nort2662	JAMMUN
nort2671	NORTH_SAAMI
nort2684	SURIN
nort2686	NORTH_ALTAI
nort2690	UZBEK
nort2697	AZERBAIJANI
nort2699	KOLAMI
nort2702	GONDI
nort2722	MAWO_QIANG
nort2723	JIULONG_PUMI
nort2724	ENQI_BAI
nort2725	NAGA_RENGMA
nort2732	NORTHERN_TUJIA
nort2735	KAM
nort2740	LAMPANG_THAI
nort2745	NORTHERN_YUKAGHIR
nort2747	HMU
nort2770	YINGILUM
nort2774	NORTHERN_NGBANDI
nort2775	NORTHERN_GBAYA_2
nort2784	NORTHERN_NUNI
nort2795	ZIMBABWE_NDEBELE
nort2828	TERNATE_PASAR
nort2836	NORTH_EFATE_PWELE
nort2839	NORTH_AMBRYM_RANON
nort2845	MARQUESAN_NUKUHIVA
nort2847	NORTH_TANNA
nort2857	ONANK
nort2860	NORTH_BABAR
nort2877	KANKANAY_NORTHERN
nort2883	NORTHERN_CATANDUANES
nort2890	MALAGASY_NORTHERN_BETSIMISARAKA_FENOARIVO_EAST
nort2916	NINATIE_MUYU
nort2917	ASMATH_NORTH
nort2920	N_TAIRORA
nort2930	URAMA
nort2935	NORTHERN_AMAMI_OSHIMA
nort2939	ATITLAN_MIXE
nort2942	HARE
nort2943	INUPIAQ
nort2945	NORTHWEST_ALASKA_INUPIATUN
nort2952	NE_MAIDU
nort2954	NORTHERN_PAIUTE
nort2957	NAHUATL_DEL_NORTE_DEL_ESTADO_DE_PUEBLA
nort2958	NAHUATL_SAN_BERNARDINO_TEOTITLAN_DEL_CAMINO
nort2959	NORTHERN_TEPEHUAN
nort2966	POMO_NORTHERN
nort2968	NORTHERN_SIERRA_MIWOK
nort2971	SANAPANA_ENLHET
nort2972	NORTHERN_EMBERA
nort2973	QUICHUA_BOLIVAR_CACHISAGUA
nort2976	CURVA
nort2980	QUECHUA_NORTH_JUNIN_TARMA
nort2994	NORTHERN_ROGLAI
nort3046	NORTH_MOFU
nort3047	NORTHERN_GIZIGA
nort3139	ARABIC_NORTH_LEVANTINE_SPOKEN
nort3142	NORTH_MESOPOTAMIAN_ARABIC
norw1258	SANDNES_NORWEGIAN
notr1240	NOTRE
nsar1238	NSARI
nsen1242	NSENGA
ntch1242	BASSARI
ntom1248	NTOMBA
nuba1241	NUBACA
nucl1235	ARMENIAN
nucl1240	MUMUYE
nucl1290	WA
nucl1301	TURKISH
nucl1302	GEORGIAN
nucl1305	KANNADA
nucl1310	BURMESE
nucl1327	LIMILNGAN
nucl1339	TEMEIN
nucl1347	WOLOF_8
nucl1379	G65_KINGA
nucl1396	SENA
nucl1417	ECHIE
nucl1418	BASSA_3
nucl1440	MASALIT
nucl1452	MOMBUN
nucl1453	WALIO_2
nucl1458	MONUMBO
nucl1460	MADURESE
nucl1594	MAIRASI
nucl1595	KWERBA_NAIDJBEDJ
nucl1620	MIDDLE_WAHGI
nucl1622	MARINDINEESCH
nucl1632	SENTANI
nucl1634	SKOU
nucl1643	JAPANESE_2
nucl1649	COAST_TSIMSHIAN
nucl1651	WINTU
nucl1683	DABA
nucl1695	BOLE
nucl1696	TANGALE
nucl1706	MODERN_MANDAIC
nucl1770	YAKOUBA
nuer1246	NUER
nugu1242	NUGUNU
nuka1242	NUKAK
nukk1240	NUK
nukn1238	NUKNA
nuku1260	NUKUORO
numa1252	NUNKU
numa1254	NUMANGGANG
numb1247	NUMBAMI
nume1241	NUME
nung1282	ANONG
nung1283	NUNG
nung1290	NUNGGUBUYU
nupe1254	NUPE
nupo1240	HUITOTO_NUPODE
nusa1245	NUSA_LAUT
nusu1239	NUSU
nuuc1236	NOOTKA
nuuu1241	NU
nyab1255	NYABWA
nyah1249	NHAHEUN_2
nyah1250	NYAKUR_2
nyak1260	NYAKYUSA
nyal1250	NYALI_2
nyam1275	MWANGA_NYAMWANGA
nyam1276	KINYAMWEZI
nyam1277	NYAMBO
nyam1279	NYAMUSA_MOLO
nyam1285	NYAM
nyan1301	NYANGUMARTA
nyan1302	TUTRUGBU
nyan1304	NYANGA
nyan1307	NYANKORE
nyan1308	CEWA
nyan1313	NYANGI
nyan1315	NYANGATOM_2
nyat1246	RIMI
nyaw1247	NYAWAYGI
nyem1238	NGANGELA
nyeu1238	NYEU
nyig1240	NYIGINA
nyih1239	NYIHA_MALAWI
nyih1240	NYIHA
nyik1246	NYIKA
nyik1247	NYIKA_TANZANIA
nyin1250	NYINDROU
nyis1236	NISHING
nyok1243	NYOKON
nyol1238	NYOLE
nyor1244	NYORE
nyor1246	NYORO
nyul1247	NYULNYUL
nyun1247	NYOONGAR
nyun1248	NYUNGWE
nzak1246	NGOUMI
nzak1247	NZAKARA_2
nzan1240	NZANYI
nzim1238	NZEMA
obok1239	OBOKUITAI
obol1243	OBOLO
ocai1244	OCAINA
occi1239	GASCON
ocot1244	OCOTLAN_ZAPOTEC
odoo1238	ODOODEE
ofay1240	OFAYE
ofoo1242	OFO
ogba1241	OGBA
ogbr1243	OGBRONUAGUM
ogea1238	ERIMA
oira1263	OIRATA
ojit1237	CHINANTEC_OJITLAN
okan1243	OKANAGAN_COLVILLE
okie1245	SOGOO
okob1241	OKOBO
okod1238	AKITA
okoe1238	OKO_OSANYE_ENI
okoj1239	OKO_JUWOI
oksa1245	OKSAPMIN
okuu1243	OKU
olde1238	OLD_ENGLISH
oldf1241	OLD_FRISIAN
oldh1241	OLD_HIGH_GERMAN
oldi1245	OLD_IRISH
oldm1242	OLD_MON
oldn1244	OLD_NORSE
oldn1245	OLD_NUBIAN
olds1250	OLD_SAXON
oldt1247	OLD_TURKIC
oloo1241	OLO_LUMI
olub1238	LULUBA
olul1245	OLULUMO_IKOM
olut1240	OLUTA_POPOLUCA
omah1247	OMAHA_PONCA
omba1241	OMBAMBA
ombo1238	OMBO
omii1238	OMI_2
omot1239	OMOTIK
onaa1245	ONA
onei1249	ONEIDA
onge1236	ONGE
onin1245	ONIN
onjo1240	ONJOB
onob1238	ONABASULU
onon1246	ONONDAGA
onoo1246	ONO
opao1240	OPAO
opat1246	EUDEVE
opuu1239	LANGA
orej1242	OREJON
orin1239	ORING
oriy1255	ORIYA
orko1234	ORKON
orma1241	ORMA
ormu1247	ORMURI
ormu1248	ORMU
oroc1248	OROCH
oroh1237	OROHA
orok1265	UILTA
orok1266	KUNDU
orok1267	KAIPI
orok1269	OROKAIVA_SOSE
oroo1241	ORO
oroq1238	OROQEN
orow1243	ORO_WIN
orum1241	ORUMA
orya1242	ORYA
osag1243	OSAGE
otda1235	KADORIH
otor1240	UTORO
otta1242	OTTAWA
ouma1237	OUMA
owaa1237	SANTA_ANA_OWA
owin1240	OWININGA_SAMO
oyda1235	OYDA
oyyy1238	OI
paaa1242	PAANCI
paam1238	PAAMA_LAUL
paas1238	PAASAAL
paca1245	QUECHUA_PACARAOS
paco1243	PACOH
pado1242	PADOE
paez1247	PAEZ
pagi1243	PAGIBETE_2
pagi1244	PAGI
pagu1249	PAGU
pahi1246	PAHI
pahn1237	PA_HNG
paiw1248	PAIWAN
pakt1239	PAK
paku1239	PAKU
pala1344	PALAUAN
pala1351	CHINANTEC_PALANTLA
pali1273	PALI
pali1279	PALIKUR
pall1244	ABASAKUR
palo1243	PALOR_2
palu1252	PALUE
pamm1242	PAM
pamo1252	BAREE
pamo1253	HINIHON
pamp1243	KAPAMPANGAN
pamp1244	ATTA_PAMPLONA
pana1295	PANA
pana1303	PANASUAN
pana1305	PANAMINT
pana1306	QUECHUA_HUANUCO_PANAO
pana1307	PANARA
panc1247	TODANGA
pand1264	PANDE
pang1286	PANGSENG
pang1287	PANGWA
pang1290	PANGASINAN
pang1291	PANGUTARAN_SAMA
pani1258	PANIM
panj1256	PUNJABI_MAJHI
pano1254	KATUKINA_PANO
pano1255	HUARIAPANO
pany1241	PANYTYIMA
paok1235	KAREN_PAO
papa1238	PAPANTLA_TOTONAC
papa1269	PAPASENA
pape1239	PAPEL
papi1255	PAPI
papo1239	PAPORA
papu1251	PAPUMA
para1299	PARACHI
para1301	AISHUO_WA
para1307	PARAWEN
para1310	ARARA_DO_PARA
para1311	GUARANI
para1312	PARAKANA
para1315	PYKOBJE
para1316	PARAUJANO
pare1271	PARE_PNG
pare1272	PARESI
pari1256	PARI
park1239	PODOKO
pass1247	PASS_VALLEY_YALI
pate1247	PATEP
patp1243	PATPATAR
patt1248	PATTANI
patt1249	MALAY_PATTANI
patw1250	PATWIN
paul1238	PAULOHI
paum1247	PAUMARI
paus1244	PAUSERNA
pawa1255	PAWAIA_2
pawn1254	PAWNEE
payn1244	PAYNAMAR
pear1247	PEAR
pech1241	PECH
pedi1238	SOTHO_NORTHERN
peee1238	PE
peer1241	PEERE
peii1238	PEI
pele1245	PELE_ATA
pemo1248	PEMON
pend1242	PENDAU
peng1244	PENGO
peno1244	MIXTEC_PENYOLES
penr1237	PENRHYN
pequ1242	MOHEGAN
pera1257	PERAI
peri1253	KALAQIN
pero1241	PERO_2
peve1243	PEVE_PALA
phal1254	BIORI_PHALURA
phen1239	PHENDE
phom1236	NAGA_PHOM
phui1238	PHWO
phun1245	PHUNOI
phuo1238	KATU
piam1242	PIAMATSINA
piam1243	PIAME_2
piap1246	PIAPOCO
pich1237	ASHENINKA
piem1238	PIEMONTESE_1
pila1245	PILAGA
pile1238	PILENI
pima1248	PIMA_BAJO
pimb1238	PIMBWE
pina1252	PINAI_HAGAHAI_ARAMO
ping1243	PINGELAPESE
pinj1243	PINZI
pint1250	PINTUPI
piny1238	PINYIN
pipi1250	PIPIL
pira1253	PIRAHA
pira1254	PIRATAPUYO
